DATE,M_IN,D_EN,E_EN,H_EN,Ab_EN
2024-03-07,237.95,113.37,458.6,352.2,188.55
2024-03-11,245.45,113.39,453.9,347.95,183.25
2024-03-12,243.45,111.22,449.3,344.75,179.9
2024-03-13,222.6,105.66,417.05,322.5,168.7
2024-03-14,243.5,107.57,427.7,321.85,176.1
2024-03-15,245.55,106.08,415.25,316.3,173.8
2024-03-18,244.4,105.88,421.85,317.15,175.9
2024-03-19,245.45,103.64,419.05,313.45,172.95
2024-03-20,239.2,102.97,419.5,313.65,174.0
2024-03-21,244.5,104.85,432.05,325.0,175.05
2024-03-22,249.85,106.21,431.95,324.75,174.1
2024-03-26,260.45,104.4,435.95,329.1,180.5
2024-03-27,256.0,103.31,429.45,331.6,180.3
2024-03-28,252.9,106.76,434.1,335.8,181.05
2024-04-01,261.75,112.09,442.05,342.35,182.35
2024-04-02,264.4,117.69,443.2,344.8,183.3
2024-04-03,265.05,123.57,445.5,351.25,189.1
2024-04-04,263.95,128.4,448.85,354.65,186.5
2024-04-05,264.1,125.34,446.95,354.55,190.75
2024-04-08,264.2,122.21,447.4,363.5,200.75
2024-04-09,262.1,123.27,439.85,362.9,203.85
2024-04-10,260.15,123.57,456.35,362.5,202.2
2024-04-12,260.2,119.04,455.6,361.75,201.1
2024-04-15,251.0,118.23,451.0,361.15,203.7
2024-04-16,257.9,120.32,453.2,359.25,205.85
2024-04-18,259.9,119.62,438.6,351.15,203.55
2024-04-19,258.45,118.91,435.3,350.55,201.95
2024-04-22,264.15,119.38,442.95,342.9,198.75
2024-04-23,277.35,120.49,440.95,347.15,199.65
2024-04-24,284.25,119.3,443.85,351.65,207.4
2024-04-25,287.15,118.47,452.45,359.2,208.0
2024-04-26,289.9,118.32,455.8,356.0,208.05
2024-04-29,288.8,119.22,453.25,363.0,209.55
2024-04-30,286.4,122.49,454.3,363.2,209.1
2024-05-02,288.85,121.62,453.9,369.05,205.05
2024-05-03,284.1,120.94,474.6,364.95,203.8
2024-05-06,276.3,117.81,460.6,356.8,197.8
2024-05-07,266.85,116.11,456.0,349.15,192.75
2024-05-08,269.95,116.13,464.45,355.45,201.15
2024-05-09,261.05,122.56,443.5,346.05,193.3
2024-05-10,261.05,120.62,449.4,355.5,192.55
2024-05-13,255.75,118.98,444.0,350.9,192.95
2024-05-14,273.95,125.61,448.7,355.8,200.05
2024-05-15,275.6,127.95,467.85,361.35,200.75
2024-05-16,280.25,128.07,468.3,361.45,195.45
2024-05-17,290.8,127.19,470.25,365.45,203.9
2024-05-18,299.7,126.94,469.7,366.3,208.75
2024-05-21,341.75,136.01,490.65,372.0,204.2
2024-05-22,341.4,138.29,501.7,373.85,200.75
2024-05-23,372.25,142.27,497.3,372.3,200.45
2024-05-24,370.5,141.4,501.0,374.95,204.45
2024-05-27,377.0,140.97,494.45,369.65,202.45
2024-05-28,373.55,135.78,487.65,365.4,200.5
2024-05-29,375.75,135.85,486.45,364.6,200.7
2024-05-30,382.8,139.68,482.15,359.7,199.4
2024-05-31,381.7,151.16,491.2,359.0,204.3
2024-06-03,404.55,174.9,512.35,391.8,230.8
2024-06-04,351.5,144.59,441.9,331.25,190.3
2024-06-05,353.3,145.33,460.55,341.0,195.15
2024-06-06,368.65,149.87,472.95,349.75,207.9
2024-06-07,374.55,153.41,479.15,360.6,212.7
2024-06-10,373.95,153.94,477.7,364.9,208.18
2024-06-11,389.4,152.57,476.35,367.4,212.86
2024-06-12,392.1,152.44,488.7,371.3,216.92
2024-06-13,390.15,150.76,487.9,369.95,219.83
2024-06-14,390.2,149.35,486.95,368.45,221.83
2024-06-18,396.1,149.63,489.05,369.65,222.26
2024-06-19,390.9,147.73,477.95,362.5,216.28
2024-06-20,387.3,148.67,483.15,357.65,218.6
2024-06-21,409.75,146.73,480.2,359.8,214.76
2024-06-24,416.6,147.69,473.7,362.75,212.65
2024-06-25,407.15,145.06,469.25,360.85,213.15
2024-06-26,409.1,143.98,468.75,365.05,213.43
2024-06-27,413.95,143.14,467.05,377.15,217.95
2024-06-28,416.6,143.72,473.15,378.35,219.55
2024-07-01,415.0,143.49,474.8,369.75,222.55
2024-07-02,411.0,142.12,479.1,370.4,221.67
2024-07-03,416.95,143.05,484.95,372.65,220.14
2024-07-04,418.75,142.45,489.55,372.95,219.16
2024-07-05,491.05,141.78,491.5,379.8,222.96
2024-07-08,565.9,139.61,493.3,377.45,230.49
2024-07-09,542.75,144.99,493.8,377.05,229.11
2024-07-10,609.95,145.51,490.75,381.4,229.23
2024-07-11,630.0,144.14,500.05,377.1,229.4
2024-07-12,626.75,141.99,496.2,377.15,228.71
2024-07-15,626.0,141.71,497.75,385.65,237.16
2024-07-16,620.15,142.49,512.45,380.45,233.41
2024-07-18,586.15,139.9,505.25,377.75,228.86
2024-07-19,613.75,138.9,488.0,364.65,219.76
2024-07-22,624.1,139.23,491.2,373.5,222.87
2024-07-23,590.3,139.48,487.0,382.45,219.79
2024-07-24,593.75,138.94,493.8,392.6,223.67
2024-07-25,575.7,139.04,494.0,392.15,228.4
2024-07-26,552.35,142.53,509.85,396.3,230.64
2024-07-29,606.3,143.28,512.15,393.9,231.87
2024-07-30,614.45,145.85,519.35,406.95,233.75
2024-07-31,601.5,146.89,522.2,416.0,240.97
2024-08-01,595.5,147.6,540.4,423.45,239.0
2024-08-02,589.8,145.27,524.5,419.7,237.01
2024-08-05,550.8,138.17,506.8,413.25,224.57
2024-08-06,546.05,137.88,499.6,415.0,223.4
2024-08-07,565.8,138.38,531.5,416.3,233.52
2024-08-08,538.45,138.31,523.45,407.7,227.31
2024-08-09,518.15,139.08,529.8,410.65,227.38
2024-08-12,575.85,138.3,523.95,400.85,231.9
2024-08-13,569.45,137.9,521.75,396.2,227.16
2024-08-14,554.1,134.81,504.7,396.35,226.66
2024-08-16,570.65,139.48,512.3,398.05,232.55
2024-08-19,573.5,139.4,522.0,403.1,238.93
2024-08-20,561.7,139.09,524.6,406.25,236.72
2024-08-21,563.9,139.03,532.2,408.95,236.15
2024-08-22,570.75,134.74,528.85,403.35,234.07
2024-08-23,572.7,135.16,538.85,401.95,229.47
2024-08-26,577.2,132.26,538.1,414.85,235.25
2024-08-27,576.1,130.82,531.4,409.65,236.52
2024-08-28,578.2,128.31,526.35,409.05,235.47
2024-08-29,579.8,128.86,527.55,409.9,231.91
2024-08-30,607.4,126.41,524.95,416.2,237.69
2024-09-02,601.2,134.04,520.85,410.0,234.06
2024-09-03,600.5,131.82,519.6,406.4,232.53
2024-09-04,592.7,130.17,503.65,405.1,229.97
2024-09-05,581.85,128.77,497.0,403.25,228.12
2024-09-06,569.55,126.94,488.55,394.8,222.82
2024-09-09,562.9,127.04,484.45,389.85,217.75
2024-09-10,565.4,127.41,491.1,396.3,219.93
2024-09-11,556.7,125.44,483.95,389.65,217.19
2024-09-12,552.0,130.22,495.65,404.85,220.64
2024-09-13,555.3,126.69,490.25,401.4,218.87
2024-09-16,545.3,133.19,493.25,411.1,217.83
2024-09-17,530.55,133.27,488.5,416.3,219.73
2024-09-18,528.6,130.34,487.1,414.15,217.94
2024-09-19,510.2,129.92,477.95,423.95,210.92
2024-09-20,544.25,133.03,490.95,423.95,212.16
2024-09-23,534.05,134.4,500.6,428.35,220.33
2024-09-24,526.25,135.05,504.3,428.1,222.68
2024-09-25,526.15,133.47,505.3,436.1,225.59
2024-09-26,521.85,133.07,506.55,434.6,230.57
2024-09-27,526.35,130.86,516.1,436.9,236.98
2024-09-30,531.45,131.23,510.15,443.2,240.29
2024-10-01,524.7,130.64,508.5,440.1,239.76
2024-10-03,509.5,128.95,502.35,435.35,240.3
2024-10-04,493.4,128.42,497.2,430.45,230.19
2024-10-07,451.7,125.09,480.45,415.45,223.94
2024-10-08,487.05,128.12,491.85,420.95,224.75
2024-10-09,480.85,126.86,486.95,418.45,222.56
2024-10-10,480.55,129.08,488.1,422.7,225.62
2024-10-11,475.4,128.46,492.95,422.5,229.4
2024-10-14,470.5,126.89,498.3,424.5,230.67
2024-10-15,474.2,126.78,494.45,426.6,231.23
2024-10-16,479.6,125.16,495.75,424.25,231.86
2024-10-17,489.6,121.82,489.9,417.75,222.02
2024-10-18,477.3,122.28,492.2,424.95,221.43
2024-10-21,465.65,120.72,485.4,425.0,219.65
2024-10-22,442.55,117.63,468.35,415.75,212.13
2024-10-23,442.15,117.57,474.1,408.3,211.47
2024-10-24,441.95,120.97,477.25,411.9,210.44
2024-10-25,419.75,118.46,461.1,398.9,206.08
2024-10-28,432.3,119.64,441.65,403.9,206.85
2024-10-29,438.9,118.46,445.55,412.15,205.12
2024-10-30,465.35,118.41,449.15,408.5,203.73
2024-10-31,471.8,118.54,452.05,408.15,199.99
2024-11-01,470.95,119.47,454.15,411.35,200.16
2024-11-04,446.2,117.0,443.3,400.95,196.19
2024-11-05,450.9,120.69,434.9,403.1,196.41
2024-11-06,469.65,123.26,435.8,408.9,208.92
2024-11-07,477.85,119.93,435.35,403.8,210.43
2024-11-08,447.95,117.8,424.05,397.65,204.17
2024-11-11,436.55,115.79,421.55,392.55,202.93
2024-11-12,437.7,111.59,414.05,380.3,194.15
2024-11-13,419.85,109.4,406.9,381.35,189.47
2024-11-14,419.5,109.82,409.75,372.5,188.89
2024-11-18,416.2,105.37,413.35,366.7,185.46
2024-11-19,432.15,104.82,412.25,366.7,186.68
2024-11-21,421.85,95.23,406.0,356.15,188.3
2024-11-22,420.2,92.09,414.05,365.45,192.61
2024-11-25,438.1,89.33,417.45,368.4,199.19
2024-11-26,434.0,87.53,411.5,361.65,193.97
2024-11-27,439.4,104.61,417.15,369.3,194.88
2024-11-28,443.35,112.2,415.2,362.05,196.7
2024-11-29,435.85,110.96,416.4,363.65,199.46
2024-12-02,437.05,109.78,421.7,358.2,198.54
2024-12-03,437.75,108.84,422.1,367.45,199.99
2024-12-04,441.25,107.51,416.65,372.75,206.73
2024-12-05,443.25,107.49,418.4,369.15,208.87
2024-12-06,464.7,107.22,417.15,369.5,210.41
2024-12-09,470.55,107.18,414.0,369.85,208.67
2024-12-10,458.6,105.36,414.05,369.15,207.54
2024-12-11,474.25,103.85,416.95,365.5,205.82
2024-12-12,471.5,107.97,409.1,355.6,205.22
2024-12-13,465.95,107.32,410.3,357.15,204.9
2024-12-16,469.9,105.98,410.45,352.9,203.82
2024-12-17,468.3,104.92,402.9,349.05,199.57
2024-12-18,457.45,104.23,395.8,341.75,193.54
2024-12-19,448.45,101.66,391.95,337.4,193.62
2024-12-20,433.25,99.58,382.0,333.25,192.42
2024-12-23,429.6,100.82,382.95,333.65,193.97
2024-12-24,428.55,99.2,384.5,335.3,198.06
2024-12-26,427.7,101.43,386.6,334.65,197.63
2024-12-27,425.55,101.35,380.5,335.0,192.5
2024-12-30,408.3,107.89,377.9,331.4,188.74
2024-12-31,422.7,105.89,384.15,333.35,190.98
2025-01-01,428.1,105.33,386.4,333.65,191.09
2025-01-02,429.55,104.36,392.95,338.0,191.1
2025-01-03,432.1,104.09,393.65,339.85,191.09
2025-01-06,410.45,99.66,378.75,327.5,184.67
2025-01-07,416.15,101.97,379.8,328.6,186.06
2025-01-08,417.4,100.99,380.35,325.4,190.58
2025-01-09,410.3,99.58,372.2,320.35,183.02
2025-01-10,393.3,96.46,368.5,308.25,179.58
2025-01-13,357.95,89.98,362.9,298.2,172.15
2025-01-14,376.75,107.4,369.25,310.4,175.96
2025-01-15,371.9,109.89,374.6,321.35,177.94
2025-01-16,411.15,112.6,378.85,325.5,180.52
2025-01-17,426.4,110.26,387.65,326.15,180.95
2025-01-20,431.6,108.76,387.05,336.05,182.06
2025-01-21,419.2,105.75,381.55,324.3,179.91
2025-01-22,408.0,105.09,379.2,322.4,176.46
2025-01-23,418.45,104.36,385.8,323.65,179.66
2025-01-24,410.1,102.97,383.05,323.65,175.84
2025-01-27,400.85,99.38,375.75,322.2,167.65
2025-01-28,407.65,99.44,370.65,318.25,166.13
2025-01-29,427.65,104.55,379.45,321.25,165.22
2025-01-30,436.9,101.76,385.05,323.0,167.11
2025-01-31,476.3,102.64,395.9,324.0,177.12
2025-02-01,433.55,102.86,385.3,317.7,175.6
2025-02-03,407.15,100.45,374.0,311.25,174.34
2025-02-04,400.1,101.27,376.55,319.1,178.0
2025-02-05,406.3,101.08,382.85,319.6,179.5
2025-02-06,403.05,100.69,379.6,312.8,178.41
2025-02-07,395.05,98.82,378.25,316.95,171.05
2025-02-10,381.45,98.28,370.5,310.5,168.1
2025-02-11,369.5,99.63,359.0,305.6,161.69
2025-02-12,371.65,100.35,360.35,306.25,159.76
2025-02-13,379.3,99.63,361.65,306.7,162.33
2025-02-14,359.9,97.73,354.2,300.35,162.29
2025-02-17,342.45,98.05,360.1,302.35,160.17
2025-02-18,333.35,96.95,361.1,311.2,164.07
2025-02-19,376.85,96.51,362.3,314.8,163.53
2025-02-20,381.55,96.86,367.95,325.15,167.14
2025-02-21,371.7,95.73,369.95,326.25,164.21
2025-02-24,364.15,94.02,364.8,320.1,164.58
2025-02-25,363.5,99.56,361.15,318.7,160.74
2025-02-27,350.05,99.45,363.85,315.7,159.37
2025-02-28,332.4,95.79,369.35,311.45,156.04
2025-03-03,323.6,96.63,360.35,314.4,154.05
2025-03-04,326.15,96.65,363.85,313.75,153.17
2025-03-05,336.25,101.11,368.25,326.2,158.95
2025-03-06,337.55,100.63,382.6,337.9,161.46
2025-03-07,341.5,101.23,380.65,329.55,158.14
2025-03-10,335.7,101.01,375.15,329.4,155.14
2025-03-11,330.65,102.03,379.05,330.3,156.78
2025-03-12,333.3,102.47,380.7,330.15,159.2
2025-03-13,329.35,102.4,378.3,331.9,157.96
2025-03-17,328.45,102.24,385.75,331.65,156.58
2025-03-18,333.15,103.23,389.3,337.35,163.0
2025-03-19,353.65,104.2,395.85,341.3,165.96
2025-03-20,357.9,103.93,396.4,341.75,168.46
2025-03-21,361.35,104.42,405.4,351.3,175.05
2025-03-24,371.55,104.79,406.0,366.95,181.28
2025-03-25,370.35,101.54,398.3,366.95,177.7
2025-03-26,362.2,99.57,394.8,354.65,174.07
2025-03-27,354.65,103.98,396.85,360.65,181.56
2025-03-28,351.85,101.86,398.2,357.6,183.04
2025-04-01,350.1,100.94,397.65,352.15,186.32
2025-04-02,358.55,102.71,397.5,351.75,184.06
2025-04-03,359.75,105.77,397.05,358.9,183.63
2025-04-04,350.3,106.51,385.05,350.4,176.61
2025-04-07,335.95,101.99,377.5,349.8,169.03
2025-04-08,344.35,102.71,382.85,352.95,172.57
2025-04-09,337.65,101.69,374.6,349.35,168.86
2025-04-11,346.3,103.65,392.1,360.1,171.71
2025-04-15,360.8,108.44,395.25,362.5,178.99
2025-04-16,367.05,109.11,399.25,359.3,184.7
2025-04-17,370.85,109.94,398.85,364.0,186.99
2025-04-21,375.05,113.81,400.5,364.55,195.32
2025-04-22,373.8,114.67,398.6,360.25,193.24
2025-04-23,373.9,115.88,398.95,363.8,193.5
2025-04-24,371.15,115.17,399.85,363.2,193.24
2025-04-25,361.2,109.87,393.15,356.45,186.74
2025-04-28,361.2,110.55,397.15,361.5,189.32
2025-04-29,360.45,109.73,389.1,356.95,189.6
2025-04-30,349.8,106.41,385.3,354.55,189.09
2025-05-02,352.2,105.04,384.4,348.45,189.54
2025-05-05,354.65,111.29,385.6,348.6,191.19
2025-05-06,341.55,107.21,378.25,341.8,186.41
2025-05-07,339.95,106.39,383.3,342.05,189.23
2025-05-08,331.45,104.04,385.45,340.0,184.27
2025-05-09,323.1,102.4,382.4,334.75,181.6
2025-05-12,359.45,109.31,395.5,348.55,187.8
2025-05-13,357.05,107.75,395.15,341.5,183.83
2025-05-14,372.8,107.96,403.1,338.55,185.93
2025-05-15,376.25,108.62,404.65,341.95,185.02
2025-05-16,409.6,113.1,404.8,343.1,186.28
2025-05-19,431.5,112.45,402.7,345.15,189.48
2025-05-20,415.05,111.24,408.1,342.6,191.1
2025-05-21,412.05,110.25,405.35,346.15,190.64
2025-05-22,404.9,110.74,398.85,341.4,192.61
2025-05-23,398.65,110.64,401.5,344.6,191.28
2025-05-26,412.05,111.72,402.7,343.5,193.15
2025-05-27,415.45,110.51,399.95,338.55,193.98
2025-05-28,416.15,110.14,398.2,340.05,194.34
2025-05-29,418.1,110.39,398.2,339.35,191.75
2025-05-30,405.55,108.76,397.3,333.9,189.8
2025-06-02,406.9,111.02,399.7,332.55,191.71
2025-06-03,403.75,108.92,392.85,328.25,191.91
2025-06-04,429.95,109.03,394.6,329.25,189.52
2025-06-05,429.6,109.53,394.9,328.65,190.62
2025-06-06,428.65,111.05,398.95,332.85,191.15
2025-06-09,431.75,112.62,401.0,337.1,193.64
2025-06-10,426.7,119.21,399.55,339.2,195.67
2025-06-11,427.8,117.41,402.1,338.1,200.09
2025-06-12,412.95,113.43,392.7,333.7,192.18
2025-06-13,407.0,114.18,391.2,331.95,191.34
2025-06-16,409.5,112.59,394.35,333.7,191.63
2025-06-17,400.65,111.64,391.3,335.2,190.47
2025-06-18,398.0,110.16,390.35,332.4,185.72
2025-06-19,381.95,107.3,384.25,330.05,180.41
2025-06-20,390.6,106.05,389.05,335.2,181.85
2025-06-23,391.4,107.6,392.5,332.6,184.76
2025-06-24,398.0,109.37,392.65,329.95,185.49
2025-06-25,399.4,111.4,391.75,330.85,183.98
2025-06-26,399.55,115.63,394.15,337.15,186.79
2025-06-27,395.05,116.87,394.15,338.3,191.02
2025-06-30,397.7,117.15,391.95,334.9,190.84
2025-07-01,395.85,118.28,389.75,332.6,189.62
2025-07-02,392.65,118.28,386.9,333.75,190.76
2025-07-03,390.65,117.58,386.45,334.6,192.74
2025-07-04,391.4,116.96,386.1,335.5,193.41
2025-07-07,389.45,119.43,384.25,337.45,193.15
2025-07-08,386.5,120.0,382.85,343.2,192.63
2025-07-09,385.1,120.43,387.45,344.0,185.03
2025-07-10,384.7,121.16,384.05,341.45,185.67
2025-07-11,381.65,120.79,380.95,342.7,181.89
2025-07-14,382.3,121.91,383.85,342.1,183.64
2025-07-15,383.15,121.62,386.45,342.0,184.71
2025-07-16,383.3,120.97,386.45,342.45,184.33
2025-07-17,381.45,119.73,385.9,342.65,185.29
2025-07-18,376.0,118.93,388.5,342.1,185.23
2025-07-21,378.2,119.32,386.8,341.55,184.12
2025-07-22,372.25,118.11,389.1,340.85,184.03
2025-07-23,373.7,117.79,390.75,343.05,186.39
2025-07-24,376.9,117.15,385.55,338.9,187.97
2025-07-25,365.6,114.0,380.8,333.2,183.51
2025-07-28,354.45,114.13,378.35,332.95,180.63
2025-07-29,359.5,118.51,383.65,334.6,182.98
2025-07-30,358.4,117.94,379.9,338.8,180.57
2025-07-31,348.15,117.62,376.35,334.25,177.68
2025-08-01,345.45,113.4,372.5,330.9,174.39
2025-08-04,353.0,116.8,374.7,332.0,174.54
2025-08-05,351.55,115.9,379.5,333.6,171.34
2025-08-06,346.0,113.49,376.85,332.1,169.91
2025-08-07,346.5,115.79,379.55,329.75,169.49
2025-08-08,336.6,115.38,379.7,334.75,171.15
2025-08-11,342.5,118.78,382.5,336.15,173.02
2025-08-12,329.45,118.3,385.35,340.1,174.3
2025-08-13,326.3,117.12,386.1,339.95,173.36
2025-08-14,324.1,116.81,384.45,339.35,173.93
2025-08-18,323.8,119.75,387.8,336.05,173.66
2025-08-19,327.75,121.2,385.35,335.05,174.89
2025-08-20,330.8,119.99,384.7,342.0,178.12
2025-08-21,328.65,119.24,378.15,338.8,177.77
2025-08-22,323.75,118.86,374.45,337.0,176.81
2025-08-25,321.65,121.13,380.0,337.85,175.9
2025-08-26,312.7,118.42,372.45,333.2,171.64
2025-08-28,308.65,118.99,374.3,330.8,171.22
2025-08-29,302.6,120.13,374.8,327.55,173.07
2025-09-01,315.7,121.37,377.9,330.7,175.94
2025-09-02,331.85,121.67,380.1,336.3,179.29
2025-09-03,334.6,121.86,389.8,334.25,178.02
2025-09-04,326.95,121.74,391.45,330.05,174.66
2025-09-05,329.4,121.94,392.65,328.7,173.97
2025-09-08,332.2,126.77,387.05,326.7,172.37
2025-09-09,332.4,128.73,387.95,324.1,172.96
2025-09-10,333.45,126.89,391.9,325.65,173.9
2025-09-11,335.15,124.93,393.35,331.05,179.01
2025-09-12,338.1,129.71,394.35,331.7,178.55
2025-09-15,347.25,128.83,394.75,331.1,179.93
2025-09-16,354.9,127.47,395.8,335.05,182.24
2025-09-17,360.8,126.1,399.75,336.4,181.6
2025-09-18,362.5,126.27,393.15,336.95,180.95
2025-09-19,363.45,141.88,394.5,338.65,181.65
2025-09-22,358.9,170.25,394.7,339.2,180.95
2025-09-23,357.6,162.35,394.05,343.0,178.66
2025-09-24,347.65,144.5,392.85,347.6,175.91
2025-09-25,346.55,149.0,392.5,340.5,174.42
2025-09-26,337.8,146.25,389.15,337.9,172.02
2025-09-29,341.65,146.65,388.3,340.95,176.49
2025-09-30,339.45,144.65,389.95,340.45,176.29
2025-10-01,344.4,152.51,388.5,340.25,174.56
2025-10-03,347.05,147.38,383.35,342.0,177.36
2025-10-06,346.6,151.99,381.9,339.1,176.62
2025-10-07,354.85,151.48,384.7,338.0,179.9
2025-10-08,346.55,148.78,382.1,333.8,177.52
2025-10-09,344.4,148.91,383.35,335.85,178.45
2025-10-10,342.0,149.7,384.5,339.7,179.21
2025-10-13,339.15,154.43,381.55,341.7,180.33
2025-10-14,333.05,154.9,380.95,336.65,175.37
2025-10-15,338.6,157.51,384.25,339.25,177.37
2025-10-16,336.05,157.37,387.6,341.5,179.17
2025-10-17,331.65,165.98,388.8,341.0,177.6
2025-10-20,329.0,170.3,390.6,341.95,178.42
2025-10-21,332.0,170.78,391.1,342.0,178.39
2025-10-23,329.95,165.26,392.65,342.65,180.08
2025-10-24,329.45,167.72,394.05,339.6,181.02
2025-10-27,330.0,162.96,396.7,341.75,180.17
2025-10-28,328.85,162.33,391.4,339.15,178.46
2025-10-29,332.75,162.1,382.0,347.5,184.64
2025-10-30,331.55,162.57,387.7,345.15,183.09
2025-10-31,328.8,157.85,388.65,336.95,182.76
2025-11-03,328.7,156.73,388.55,335.2,183.69
2025-11-04,325.8,158.39,377.55,330.6,181.62
2025-11-06,317.8,153.17,373.15,326.65,178.98
2025-11-07,318.0,151.48,376.0,326.1,180.47
2025-11-10,315.9,150.06,381.35,325.45,181.52
2025-11-11,317.75,151.17,382.8,326.65,182.34
2025-11-12,316.35,151.98,386.5,327.15,182.45
2025-11-13,314.3,151.85,383.2,326.95,183.67
2025-11-14,321.05,153.91,386.95,328.45,183.41
2025-11-17,327.0,153.28,387.85,330.2,185.3
2025-11-18,321.2,149.55,383.95,328.45,184.31
2025-11-19,320.15,151.61,379.05,326.6,184.05
2025-11-20,319.1,151.46,379.65,326.6,184.31
2025-11-21,314.0,149.12,378.2,326.65,182.99
2025-11-24,324.85,145.44,372.55,323.45,181.09
2025-11-25,322.9,146.84,370.05,323.7,180.22
2025-11-26,323.6,148.62,377.35,326.1,185.16
2025-11-27,324.55,148.13,378.05,327.35,183.8
2025-11-28,324.1,147.49,376.15,326.45,176.09
2025-12-01,321.65,147.34,379.65,327.1,175.41
2025-12-02,317.9,146.76,378.95,328.6,175.0
2025-12-03,311.65,144.97,375.25,322.95,170.27
2025-12-04,312.4,142.73,379.05,322.95,170.63
2025-12-05,310.85,143.78,379.95,323.3,169.98
2025-12-08,307.15,139.04,377.35,319.5,166.81
2025-12-09,312.7,141.8,379.35,319.85,167.89
2025-12-10,308.9,141.18,382.15,321.6,168.02
2025-12-11,311.9,140.58,384.0,322.6,168.95
2025-12-12,313.9,144.49,383.35,325.05,170.71
2025-12-15,313.15,144.38,384.45,323.95,169.86
2025-12-16,309.4,145.33,381.6,321.0,168.32
2025-12-17,307.25,143.0,384.75,321.25,169.07
2025-12-18,305.95,141.3,385.3,318.5,167.55
2025-12-19,319.15,141.76,385.6,319.9,169.76
2025-12-22,332.5,143.25,386.25,320.7,171.72
2025-12-23,341.85,144.3,400.4,323.25,172.04
2025-12-24,345.7,143.16,402.35,322.55,171.0
2025-12-26,387.95,142.19,402.15,324.1,171.02
2025-12-29,367.6,140.44,400.65,325.5,170.42
2025-12-30,360.35,144.65,398.0,324.9,170.63
2025-12-31,357.25,142.99,399.0,329.55,172.16
2026-01-01,361.5,148.76,400.45,336.3,171.77
2026-01-02,365.85,148.17,427.9,352.1,175.38
2026-01-05,361.0,146.2,427.45,350.6,173.05
2026-01-06,358.3,147.55,427.05,350.8,169.39
2026-01-07,357.4,146.37,431.65,348.85,168.48
2026-01-08,342.55,142.89,425.25,344.4,163.53
2026-01-09,332.2,141.68,418.35,336.0,164.36
2026-01-12,331.65,142.54,432.3,337.45,166.55
2026-01-13,330.2,143.38,428.9,337.9,165.26
2026-01-14,338.3,142.77,432.2,349.1,165.17
2026-01-16,335.15,142.63,431.0,346.35,164.24
2026-01-19,331.3,140.56,430.15,343.35,164.72
2026-01-20,320.3,137.48,415.3,338.75,161.21
2026-01-21,317.1,137.63,414.05,338.7,162.68
2026-01-22,329.0,140.92,423.2,342.45,163.57
2026-01-23,325.15,132.96,418.4,336.7,160.81
2026-01-27,323.9,134.5,422.9,344.7,159.98
2026-01-28,342.5,134.72,444.05,348.05,168.14
2026-01-29,341.45,133.88,455.75,358.15,167.38
2026-01-30,343.4,135.38,440.75,356.0,167.29
2026-02-01,326.55,132.85,419.55,344.75,162.42
2026-02-02,322.8,134.6,423.5,350.35,160.39
2026-02-03,324.65,143.62,429.4,358.55,162.8
2026-02-04,321.0,155.29,434.9,367.25,165.41
2026-02-05,316.6,153.45,431.85,367.0,160.18
2026-02-06,314.1,152.74,432.8,365.05,162.99
2026-02-09,317.25,151.37,431.7,361.9,163.64
2026-02-10,319.45,149.05,430.95,366.9,164.55
2026-02-11,316.55,150.91,423.25,368.45,163.47
2026-02-12,313.7,149.79,419.15,368.25,163.72
2026-02-13,308.95,139.9,408.95,363.0,161.69
2026-02-16,309.65,142.77,422.5,369.1,164.82
2026-02-17,308.75,144.35,421.55,368.4,165.75
2026-02-18,309.65,144.49,418.0,368.4,167.31
2026-02-19,306.85,140.45,416.15,363.2,166.88
2026-02-20,312.1,142.7,423.55,372.95,168.47
2026-02-23,319.2,144.05,426.0,375.45,167.13
2026-02-24,321.65,144.31,430.95,382.75,167.86
2026-02-25,317.6,140.54,438.6,384.9,170.0
2026-02-26,318.3,141.34,433.5,381.9,169.96
2026-02-27,316.35,140.11,430.65,381.9,169.53
2026-03-02,299.45,137.97,426.25,377.55,165.07
2026-03-04,282.05,137.82,435.15,365.8,154.61
2026-03-05,279.25,140.11,449.4,378.05,154.61
